kota_administrasi,kecamatan,kelurahan,rw,tgl_kejadian,bulan_kejadian,rainFall_mm,rainDuration_minutes,ketinggian_air_min_cm,ketinggian_air_max_cm,waktu_kejadian
Jakarta Selatan,Kebayoran Baru,Kramat Pela,07,2024-03-01,Maret,197.6,139,33,44,03:20
Jakarta Selatan,Kebayoran Baru,Kramat Pela,13,2024-04-09,April,56.3,47,11,33,01:30
Jakarta Selatan,Kebayoran Baru,Kramat Pela,06,2024-05-18,Mei,16.4,32,4,33,11:12
Jakarta Selatan,Kebayoran Baru,Kramat Pela,11,2024-06-04,Juni,8.0,62,5,19,03:48
Jakarta Selatan,Kebayoran Baru,Kramat Pela,08,2024-07-28,Juli,10.8,24,1,29,14:50
Jakarta Selatan,Kebayoran Baru,Kramat Pela,13,2024-08-25,Agustus,12.8,49,5,7,00:45
Jakarta Selatan,Kebayoran Baru,Kramat Pela,13,2024-09-12,September,21.3,60,1,12,12:56
Jakarta Selatan,Kebayoran Baru,Kramat Pela,08,2024-10-12,Oktober,179.9,143,39,74,19:16
Jakarta Selatan,Kebayoran Baru,Kramat Pela,10,2024-10-15,Oktober,171.0,138,48,49,02:53
Jakarta Selatan,Kebayoran Baru,Kramat Pela,13,2024-11-14,November,89.6,121,34,91,15:02
Jakarta Selatan,Kebayoran Baru,Kramat Pela,07,2024-11-15,November,81.4,101,26,82,19:58
Jakarta Selatan,Kebayoran Baru,Kramat Pela,07,2024-12-11,Desember,130.8,82,26,115,17:42
Jakarta Selatan,Kebayoran Baru,Kramat Pela,10,2024-12-12,Desember,104.5,75,24,114,17:17
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,11,2024-01-02,Januari,98.3,106,33,61,13:00
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,02,2024-01-04,Januari,93.2,93,42,84,07:19
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,10,2024-02-08,Februari,155.9,72,5,72,14:12
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,05,2024-02-10,Februari,179.6,62,10,79,13:43
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,07,2024-03-11,Maret,102.4,65,25,73,21:35
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,13,2024-03-23,Maret,95.4,51,35,73,00:40
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,02,2024-04-14,April,15.6,13,10,24,09:32
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,13,2024-05-15,Mei,5.8,61,7,21,03:12
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,01,2024-06-15,Juni,44.9,33,11,11,04:01
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12,2024-07-01,Juli,24.0,4,8,22,06:28
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,04,2024-08-17,Agustus,67.0,21,6,21,01:10
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,14,2024-09-02,September,28.1,31,12,25,14:17
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,03,2024-10-17,Oktober,95.0,132,37,88,19:01
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,14,2024-10-15,Oktober,106.7,148,41,95,16:37
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,10,2024-11-19,November,117.7,65,33,125,11:44
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12,2024-11-12,November,109.1,63,36,123,10:45
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,04,2024-12-04,Desember,112.3,87,30,108,03:18
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,06,2024-12-24,Desember,109.5,74,29,85,13:44
Jakarta Selatan,Kebayoran Baru,Cipete Utara,08,2024-01-23,Januari,61.9,128,30,64,02:00
Jakarta Selatan,Kebayoran Baru,Cipete Utara,05,2024-01-24,Januari,49.8,120,23,56,06:56
Jakarta Selatan,Kebayoran Baru,Cipete Utara,13,2024-02-26,Februari,214.5,216,48,107,07:51
Jakarta Selatan,Kebayoran Baru,Cipete Utara,07,2024-02-27,Februari,180.7,192,39,94,13:53
Jakarta Selatan,Kebayoran Baru,Cipete Utara,15,2024-03-24,Maret,96.3,97,42,116,05:08
Jakarta Selatan,Kebayoran Baru,Cipete Utara,02,2024-03-17,Maret,107.4,75,30,121,06:00
Jakarta Selatan,Kebayoran Baru,Cipete Utara,15,2024-04-18,April,11.3,37,2,33,07:22
Jakarta Selatan,Kebayoran Baru,Cipete Utara,12,2024-05-28,Mei,20.2,41,5,17,04:56
Jakarta Selatan,Kebayoran Baru,Cipete Utara,15,2024-06-05,Juni,38.4,74,5,33,19:52
Jakarta Selatan,Kebayoran Baru,Cipete Utara,01,2024-07-15,Juli,64.3,34,3,26,18:07
Jakarta Selatan,Kebayoran Baru,Cipete Utara,10,2024-08-13,Agustus,29.0,51,5,30,04:03
Jakarta Selatan,Kebayoran Baru,Cipete Utara,02,2024-09-03,September,4.3,29,5,11,03:47
Jakarta Selatan,Kebayoran Baru,Cipete Utara,06,2024-10-25,Oktober,119.7,184,28,108,19:49
Jakarta Selatan,Kebayoran Baru,Cipete Utara,01,2024-10-08,Oktober,98.3,213,24,97,11:47
Jakarta Selatan,Kebayoran Baru,Cipete Utara,12,2024-11-26,November,113.4,221,32,57,14:17
Jakarta Selatan,Kebayoran Baru,Cipete Utara,09,2024-11-19,November,108.4,225,25,45,15:26
Jakarta Selatan,Kebayoran Baru,Cipete Utara,14,2024-12-15,Desember,72.8,70,31,91,17:31
Jakarta Selatan,Kebayoran Baru,Cipete Utara,05,2024-12-19,Desember,64.8,64,31,111,21:20
Jakarta Selatan,Kebayoran Baru,Pulo,13,2024-01-01,Januari,193.4,235,32,59,15:38
Jakarta Selatan,Kebayoran Baru,Pulo,09,2024-01-18,Januari,196.1,205,32,38,05:59
Jakarta Selatan,Kebayoran Baru,Pulo,04,2024-02-27,Februari,44.6,123,23,68,20:26
Jakarta Selatan,Kebayoran Baru,Pulo,08,2024-02-09,Februari,41.9,119,32,85,19:13
Jakarta Selatan,Kebayoran Baru,Pulo,12,2024-03-12,Maret,187.5,181,17,84,13:08
Jakarta Selatan,Kebayoran Baru,Pulo,08,2024-03-13,Maret,191.4,191,33,74,02:31
Jakarta Selatan,Kebayoran Baru,Pulo,04,2024-04-10,April,39.0,13,0,3,02:50
Jakarta Selatan,Kebayoran Baru,Pulo,05,2024-05-20,Mei,18.8,66,6,19,08:30
Jakarta Selatan,Kebayoran Baru,Pulo,01,2024-06-17,Juni,23.7,42,3,23,08:59
Jakarta Selatan,Kebayoran Baru,Pulo,06,2024-07-24,Juli,48.8,23,2,22,18:40
Jakarta Selatan,Kebayoran Baru,Pulo,03,2024-08-22,Agustus,19.1,57,13,28,02:59
Jakarta Selatan,Kebayoran Baru,Pulo,15,2024-09-24,September,17.5,50,6,16,00:48
Jakarta Selatan,Kebayoran Baru,Pulo,03,2024-10-26,Oktober,122.5,242,41,68,12:41
Jakarta Selatan,Kebayoran Baru,Pulo,12,2024-10-17,Oktober,119.0,257,39,65,23:52
Jakarta Selatan,Kebayoran Baru,Pulo,15,2024-11-10,November,126.8,207,21,60,12:06
Jakarta Selatan,Kebayoran Baru,Pulo,05,2024-11-03,November,134.3,214,37,57,22:06
Jakarta Selatan,Kebayoran Baru,Pulo,15,2024-12-19,Desember,176.1,184,22,104,12:21
Jakarta Selatan,Kebayoran Baru,Pulo,02,2024-12-28,Desember,186.5,183,18,115,09:34
Jakarta Selatan,Kebayoran Baru,Melawai,15,2024-01-21,Januari,192.5,122,23,112,02:52
Jakarta Selatan,Kebayoran Baru,Melawai,04,2024-01-11,Januari,195.2,118,17,130,01:12
Jakarta Selatan,Kebayoran Baru,Melawai,10,2024-02-14,Februari,149.6,216,15,69,11:01
Jakarta Selatan,Kebayoran Baru,Melawai,12,2024-02-08,Februari,171.3,209,15,47,22:12
Jakarta Selatan,Kebayoran Baru,Melawai,11,2024-03-21,Maret,48.1,111,2,121,07:37
Jakarta Selatan,Kebayoran Baru,Melawai,10,2024-03-24,Maret,58.0,130,5,123,18:29
Jakarta Selatan,Kebayoran Baru,Melawai,11,2024-04-20,April,9.3,23,1,39,07:30
Jakarta Selatan,Kebayoran Baru,Melawai,06,2024-05-17,Mei,52.7,65,6,33,04:15
Jakarta Selatan,Kebayoran Baru,Melawai,15,2024-06-09,Juni,52.3,35,7,14,05:30
Jakarta Selatan,Kebayoran Baru,Melawai,09,2024-07-24,Juli,44.1,44,5,27,06:39
Jakarta Selatan,Kebayoran Baru,Melawai,15,2024-08-07,Agustus,31.2,29,5,34,15:08
Jakarta Selatan,Kebayoran Baru,Melawai,15,2024-09-14,September,27.7,46,5,16,03:45
Jakarta Selatan,Kebayoran Baru,Melawai,04,2024-10-17,Oktober,141.4,188,19,79,14:03
Jakarta Selatan,Kebayoran Baru,Melawai,08,2024-10-24,Oktober,160.6,185,24,74,03:21
Jakarta Selatan,Kebayoran Baru,Melawai,10,2024-11-14,November,90.1,96,34,57,04:43
Jakarta Selatan,Kebayoran Baru,Melawai,06,2024-11-26,November,73.7,82,34,65,11:10
Jakarta Selatan,Kebayoran Baru,Melawai,05,2024-12-12,Desember,140.7,210,26,92,18:39
Jakarta Selatan,Kebayoran Baru,Melawai,05,2024-12-25,Desember,140.4,196,38,85,11:48
Jakarta Selatan,Kebayoran Baru,Petogogan,03,2024-01-22,Januari,67.4,180,35,67,11:30
Jakarta Selatan,Kebayoran Baru,Petogogan,15,2024-01-07,Januari,73.5,180,28,41,09:10
Jakarta Selatan,Kebayoran Baru,Petogogan,06,2024-02-12,Februari,167.9,139,20,137,18:49
Jakarta Selatan,Kebayoran Baru,Petogogan,15,2024-02-24,Februari,154.7,118,21,119,01:29
Jakarta Selatan,Kebayoran Baru,Petogogan,12,2024-03-14,Maret,104.0,146,7,118,11:19
Jakarta Selatan,Kebayoran Baru,Petogogan,14,2024-03-24,Maret,105.2,156,9,108,05:22
Jakarta Selatan,Kebayoran Baru,Petogogan,09,2024-04-04,April,41.9,12,1,25,17:49
Jakarta Selatan,Kebayoran Baru,Petogogan,02,2024-05-27,Mei,2.2,53,2,17,22:45
Jakarta Selatan,Kebayoran Baru,Petogogan,05,2024-06-20,Juni,64.4,26,3,41,01:59
Jakarta Selatan,Kebayoran Baru,Petogogan,10,2024-07-19,Juli,20.3,14,6,16,16:23
Jakarta Selatan,Kebayoran Baru,Petogogan,09,2024-08-05,Agustus,8.3,57,0,16,17:55
Jakarta Selatan,Kebayoran Baru,Petogogan,06,2024-09-06,September,36.2,53,5,25,09:49
Jakarta Selatan,Kebayoran Baru,Petogogan,15,2024-10-04,Oktober,87.0,85,33,96,13:02
Jakarta Selatan,Kebayoran Baru,Petogogan,08,2024-10-24,Oktober,72.1,106,49,97,19:52
Jakarta Selatan,Kebayoran Baru,Petogogan,13,2024-11-25,November,85.5,167,17,57,19:18
Jakarta Selatan,Kebayoran Baru,Petogogan,13,2024-11-23,November,102.1,169,19,62,23:22
Jakarta Selatan,Kebayoran Baru,Petogogan,03,2024-12-21,Desember,163.7,184,35,77,04:45
Jakarta Selatan,Kebayoran Baru,Petogogan,02,2024-12-02,Desember,183.6,196,50,73,20:42
Jakarta Selatan,Kebayoran Baru,Rawa Barat,06,2024-01-21,Januari,141.6,85,17,51,10:45
Jakarta Selatan,Kebayoran Baru,Rawa Barat,11,2024-01-02,Januari,157.7,115,23,64,15:06
Jakarta Selatan,Kebayoran Baru,Rawa Barat,10,2024-02-01,Februari,194.3,220,33,76,15:45
Jakarta Selatan,Kebayoran Baru,Rawa Barat,10,2024-02-27,Februari,213.5,207,38,80,02:15
Jakarta Selatan,Kebayoran Baru,Rawa Barat,11,2024-03-08,Maret,144.0,208,25,79,05:25
Jakarta Selatan,Kebayoran Baru,Rawa Barat,15,2024-03-20,Maret,126.8,214,40,70,08:55
Jakarta Selatan,Kebayoran Baru,Rawa Barat,01,2024-04-03,April,16.0,26,4,24,05:27
Jakarta Selatan,Kebayoran Baru,Rawa Barat,03,2024-05-01,Mei,41.0,44,5,16,09:15
Jakarta Selatan,Kebayoran Baru,Rawa Barat,11,2024-06-07,Juni,50.6,19,10,22,11:48
Jakarta Selatan,Kebayoran Baru,Rawa Barat,09,2024-07-02,Juli,19.1,52,10,11,03:29
Jakarta Selatan,Kebayoran Baru,Rawa Barat,09,2024-08-28,Agustus,8.0,49,13,26,08:52
Jakarta Selatan,Kebayoran Baru,Rawa Barat,06,2024-09-07,September,70.1,46,6,38,08:29
Jakarta Selatan,Kebayoran Baru,Rawa Barat,11,2024-10-15,Oktober,187.7,177,29,55,09:52
Jakarta Selatan,Kebayoran Baru,Rawa Barat,02,2024-10-07,Oktober,197.8,170,18,54,23:53
Jakarta Selatan,Kebayoran Baru,Rawa Barat,03,2024-11-14,November,79.4,152,5,88,21:03
Jakarta Selatan,Kebayoran Baru,Rawa Barat,10,2024-11-04,November,50.2,150,6,90,05:08
Jakarta Selatan,Kebayoran Baru,Rawa Barat,14,2024-12-14,Desember,123.1,165,21,69,16:06
Jakarta Selatan,Kebayoran Baru,Rawa Barat,12,2024-12-27,Desember,115.5,169,23,89,02:07
Jakarta Selatan,Kebayoran Baru,Senayan,09,2024-01-25,Januari,124.0,109,28,92,10:23
Jakarta Selatan,Kebayoran Baru,Senayan,13,2024-01-09,Januari,110.1,103,46,108,23:15
Jakarta Selatan,Kebayoran Baru,Senayan,13,2024-02-09,Februari,127.5,64,16,87,17:14
Jakarta Selatan,Kebayoran Baru,Senayan,15,2024-02-01,Februari,122.9,48,23,93,23:02
Jakarta Selatan,Kebayoran Baru,Senayan,07,2024-03-05,Maret,43.1,148,11,98,18:22
Jakarta Selatan,Kebayoran Baru,Senayan,11,2024-03-28,Maret,79.7,116,3,110,16:32
Jakarta Selatan,Kebayoran Baru,Senayan,08,2024-04-27,April,54.5,32,3,22,04:16
Jakarta Selatan,Kebayoran Baru,Senayan,03,2024-05-25,Mei,26.3,51,1,5,09:24
Jakarta Selatan,Kebayoran Baru,Senayan,07,2024-06-26,Juni,18.0,49,10,32,20:13
Jakarta Selatan,Kebayoran Baru,Senayan,11,2024-07-24,Juli,17.4,13,9,20,21:48
Jakarta Selatan,Kebayoran Baru,Senayan,03,2024-08-24,Agustus,76.2,35,8,19,20:59
Jakarta Selatan,Kebayoran Baru,Senayan,13,2024-09-06,September,26.9,22,3,33,05:16
Jakarta Selatan,Kebayoran Baru,Senayan,14,2024-10-27,Oktober,87.8,93,27,85,23:26
Jakarta Selatan,Kebayoran Baru,Senayan,08,2024-10-03,Oktober,63.8,100,27,83,03:12
Jakarta Selatan,Kebayoran Baru,Senayan,04,2024-11-01,November,184.3,159,6,67,17:05
Jakarta Selatan,Kebayoran Baru,Senayan,13,2024-11-14,November,175.5,175,4,41,04:49
Jakarta Selatan,Kebayoran Baru,Senayan,10,2024-12-04,Desember,160.2,196,17,65,13:06
Jakarta Selatan,Kebayoran Baru,Senayan,15,2024-12-24,Desember,169.9,210,17,87,21:40
Jakarta Selatan,Kebayoran Lama,Grogol Utara,12,2024-01-03,Januari,45.9,216,39,105,09:41
Jakarta Selatan,Kebayoran Lama,Grogol Utara,06,2024-01-22,Januari,77.8,216,32,124,16:06
Jakarta Selatan,Kebayoran Lama,Grogol Utara,07,2024-02-19,Februari,76.1,146,30,76,06:00
Jakarta Selatan,Kebayoran Lama,Grogol Utara,09,2024-02-26,Februari,65.0,158,42,89,10:47
Jakarta Selatan,Kebayoran Lama,Grogol Utara,07,2024-03-26,Maret,187.6,149,26,38,18:46
Jakarta Selatan,Kebayoran Lama,Grogol Utara,04,2024-03-10,Maret,199.6,159,25,38,14:21
Jakarta Selatan,Kebayoran Lama,Grogol Utara,12,2024-04-25,April,51.8,29,1,31,08:27
Jakarta Selatan,Kebayoran Lama,Grogol Utara,10,2024-05-04,Mei,16.3,41,8,30,05:36
Jakarta Selatan,Kebayoran Lama,Grogol Utara,03,2024-06-24,Juni,50.1,6,11,38,06:57
Jakarta Selatan,Kebayoran Lama,Grogol Utara,02,2024-07-18,Juli,9.1,52,8,25,06:44
Jakarta Selatan,Kebayoran Lama,Grogol Utara,13,2024-08-25,Agustus,65.7,53,10,27,22:27
Jakarta Selatan,Kebayoran Lama,Grogol Utara,13,2024-09-24,September,25.3,29,6,12,01:31
Jakarta Selatan,Kebayoran Lama,Grogol Utara,08,2024-10-17,Oktober,155.1,192,20,56,04:31
Jakarta Selatan,Kebayoran Lama,Grogol Utara,13,2024-10-15,Oktober,147.0,204,27,48,07:08
Jakarta Selatan,Kebayoran Lama,Grogol Utara,15,2024-11-02,November,132.8,188,22,107,23:58
Jakarta Selatan,Kebayoran Lama,Grogol Utara,13,2024-11-17,November,156.0,177,32,105,17:46
Jakarta Selatan,Kebayoran Lama,Grogol Utara,10,2024-12-25,Desember,107.3,82,32,73,15:21
Jakarta Selatan,Kebayoran Lama,Grogol Utara,02,2024-12-10,Desember,85.6,57,22,84,14:13
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,06,2024-01-01,Januari,167.1,237,22,122,13:23
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,12,2024-01-13,Januari,161.9,247,27,122,23:12
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,13,2024-02-14,Februari,166.1,119,21,75,22:11
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,01,2024-02-18,Februari,175.8,113,28,54,11:06
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,03,2024-03-05,Maret,138.4,97,31,76,00:13
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,14,2024-03-26,Maret,133.8,112,30,64,09:42
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,13,2024-04-03,April,23.2,25,5,38,11:44
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,07,2024-05-06,Mei,41.8,3,1,12,16:51
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,07,2024-06-09,Juni,12.8,63,5,33,11:29
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,15,2024-07-20,Juli,8.6,29,2,13,04:02
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,13,2024-08-19,Agustus,0.7,9,5,13,01:33
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,02,2024-09-23,September,66.9,59,9,34,07:46
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,08,2024-10-21,Oktober,125.0,140,14,81,05:35
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,10,2024-10-06,Oktober,119.8,150,17,69,08:42
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,09,2024-11-28,November,81.3,111,24,105,02:16
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,06,2024-11-22,November,50.8,106,36,112,12:57
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,04,2024-12-11,Desember,182.4,214,27,99,12:16
Jakarta Selatan,Kebayoran Lama,Grogol Selatan,11,2024-12-25,Desember,172.2,199,29,121,20:59
Jakarta Selatan,Kebayoran Lama,Cipulir,11,2024-01-19,Januari,61.5,42,41,67,19:37
Jakarta Selatan,Kebayoran Lama,Cipulir,01,2024-01-27,Januari,68.3,51,30,51,00:46
Jakarta Selatan,Kebayoran Lama,Cipulir,04,2024-02-27,Februari,63.5,170,37,69,14:51
Jakarta Selatan,Kebayoran Lama,Cipulir,12,2024-02-04,Februari,35.6,172,32,85,16:35
Jakarta Selatan,Kebayoran Lama,Cipulir,12,2024-03-23,Maret,87.1,164,16,38,01:41
Jakarta Selatan,Kebayoran Lama,Cipulir,10,2024-03-09,Maret,88.7,149,28,48,03:01
Jakarta Selatan,Kebayoran Lama,Cipulir,10,2024-04-06,April,23.5,49,6,45,08:19
Jakarta Selatan,Kebayoran Lama,Cipulir,03,2024-05-16,Mei,18.0,34,6,17,03:41
Jakarta Selatan,Kebayoran Lama,Cipulir,14,2024-06-19,Juni,13.3,15,10,33,01:21
Jakarta Selatan,Kebayoran Lama,Cipulir,02,2024-07-27,Juli,14.7,49,5,34,17:22
Jakarta Selatan,Kebayoran Lama,Cipulir,03,2024-08-18,Agustus,47.2,39,10,30,14:11
Jakarta Selatan,Kebayoran Lama,Cipulir,07,2024-09-26,September,40.2,32,15,19,10:45
Jakarta Selatan,Kebayoran Lama,Cipulir,13,2024-10-17,Oktober,170.3,110,12,71,00:47
Jakarta Selatan,Kebayoran Lama,Cipulir,06,2024-10-13,Oktober,176.9,146,18,45,17:49
Jakarta Selatan,Kebayoran Lama,Cipulir,03,2024-11-17,November,124.4,200,23,110,16:00
Jakarta Selatan,Kebayoran Lama,Cipulir,11,2024-11-28,November,117.0,176,20,95,11:03
Jakarta Selatan,Kebayoran Lama,Cipulir,14,2024-12-10,Desember,115.6,102,15,62,15:37
Jakarta Selatan,Kebayoran Lama,Cipulir,14,2024-12-09,Desember,114.6,90,30,62,23:43
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,12,2024-01-07,Januari,111.7,84,17,104,14:20
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,01,2024-01-14,Januari,145.6,84,14,103,22:20
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,06,2024-02-03,Februari,139.1,134,29,111,02:41
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,04,2024-02-23,Februari,156.2,143,27,114,00:26
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,11,2024-03-26,Maret,127.3,79,30,46,10:23
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,06,2024-03-28,Maret,147.3,77,44,52,07:25
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,10,2024-04-26,April,0.7,30,4,24,07:28
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,10,2024-05-11,Mei,17.1,51,5,26,14:17
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,01,2024-06-18,Juni,42.3,50,12,17,16:02
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,07,2024-07-03,Juli,22.8,8,4,4,10:47
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,06,2024-08-07,Agustus,37.2,62,8,10,09:42
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,15,2024-09-23,September,6.7,40,0,22,14:41
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,02,2024-10-10,Oktober,93.4,169,19,57,20:43
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,01,2024-10-26,Oktober,66.2,191,27,48,09:48
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,01,2024-11-21,November,171.7,127,15,82,15:05
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,14,2024-11-07,November,174.9,162,28,86,19:33
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,06,2024-12-09,Desember,77.6,165,11,131,05:16
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,02,2024-12-24,Desember,57.1,144,14,132,05:45
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,03,2024-01-28,Januari,184.0,138,10,58,00:56
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,06,2024-01-17,Januari,179.5,100,13,42,15:32
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,07,2024-02-13,Februari,115.3,99,25,109,02:30
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,03,2024-02-22,Februari,102.1,117,30,125,23:28
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,08,2024-03-09,Maret,111.6,168,13,120,05:02
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,11,2024-03-19,Maret,119.6,188,10,121,18:01
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,15,2024-04-11,April,46.6,28,11,15,07:32
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,07,2024-05-08,Mei,10.9,0,2,25,08:43
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,14,2024-06-04,Juni,34.9,48,8,16,07:03
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,09,2024-07-12,Juli,57.1,27,6,16,03:57
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,07,2024-08-03,Agustus,0.8,3,2,29,20:47
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,01,2024-09-24,September,22.2,5,4,27,18:33
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,13,2024-10-06,Oktober,86.8,111,18,117,22:38
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,09,2024-10-01,Oktober,78.7,72,15,114,01:09
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,14,2024-11-05,November,165.9,253,17,53,15:51
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,11,2024-11-20,November,195.5,255,13,45,17:08
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,11,2024-12-21,Desember,63.1,162,26,92,22:07
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,12,2024-12-17,Desember,66.3,144,39,66,19:04
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,07,2024-01-10,Januari,110.3,102,8,93,13:30
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,08,2024-01-04,Januari,108.8,82,7,100,19:38
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,03,2024-02-16,Februari,55.4,151,17,113,16:17
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,13,2024-02-19,Februari,94.5,158,7,113,06:26
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,10,2024-03-19,Maret,99.9,123,29,67,17:59
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,15,2024-03-17,Maret,79.9,122,32,69,11:21
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,05,2024-04-05,April,3.0,34,8,16,03:41
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,06,2024-05-03,Mei,49.7,47,9,30,15:21
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,11,2024-06-15,Juni,22.6,4,5,35,02:40
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,07,2024-07-07,Juli,61.1,25,4,26,14:12
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,04,2024-08-02,Agustus,9.4,36,3,11,15:37
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,11,2024-09-25,September,13.6,70,4,36,06:51
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,11,2024-10-06,Oktober,72.1,122,38,99,03:02
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,10,2024-10-10,Oktober,54.5,152,29,106,18:57
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,06,2024-11-21,November,195.1,178,25,45,20:55
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,12,2024-11-13,November,202.4,185,18,48,17:13
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,14,2024-12-25,Desember,36.9,181,31,93,14:22
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,01,2024-12-19,Desember,70.9,182,31,84,15:14
Jakarta Selatan,Pesanggrahan,Ulujami,09,2024-01-24,Januari,121.9,136,25,50,04:56
Jakarta Selatan,Pesanggrahan,Ulujami,14,2024-01-25,Januari,124.6,169,31,69,12:57
Jakarta Selatan,Pesanggrahan,Ulujami,08,2024-02-05,Februari,130.0,125,34,82,03:20
Jakarta Selatan,Pesanggrahan,Ulujami,03,2024-02-19,Februari,142.7,111,26,74,16:10
Jakarta Selatan,Pesanggrahan,Ulujami,01,2024-03-05,Maret,197.5,246,16,57,20:26
Jakarta Selatan,Pesanggrahan,Ulujami,03,2024-03-14,Maret,184.1,259,18,68,13:47
Jakarta Selatan,Pesanggrahan,Ulujami,14,2024-04-26,April,27.8,44,6,12,17:30
